"site","zone","Row.names","Name","Image.ID","Image.name","Annotation.status","Points","tile","meta","com_treat","meta_treat","time_point","period","Date","MDS1","MDS2","nutrient_treat","herb_treat","nutrient_treat_sp","herb_treat_sp","site_treatment"
1,"A","69","p2152596.jpg",4027660,"P2152596.jpg","Confirmed",100,133,3,"C","complex","T5",NA,"2/15/24",-0.10130717043104,-0.0710252549327708,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","618","pc051323.jpg",3952258,"PC051323.jpg","Confirmed",100,139,11,"C","mix","T4",NA,"12/5/24",-0.162931707872528,-0.204075638901428,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","691","t2_135_ss.jpg",3504685,"T2_135_SS.jpg","Confirmed",100,135,15,"C","complex","T2",NA,"7/17/23",-0.209798975176973,0.181211828259683,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","401","p9141165.jpg",3694980,"P9141165.jpg","Confirmed",100,524,1,"S","simple","T3",NA,"9/14/23",0.602570105778488,0.0565841772723754,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","768","t2_260_ss.jpg",3504751,"T2_260_SS.jpg","Confirmed",100,260,12,"C","mix","T2",NA,"7/17/23",-0.0935688389272277,0.159957749791661,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","839","t2_456_ss.jpg",3504808,"T2_456_SS.jpg","Confirmed",100,456,4,"S","simple","T2",NA,"7/17/23",0.0969105911975306,0.207463255635891,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","696","t2_145_ss.jpg",3504691,"T2_145_SS.jpg","Confirmed",100,145,2,"C","mix","T2",NA,"7/17/23",-0.29847106563806,0.239613512769195,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","395","p9141153.jpg",3694974,"P9141153.jpg","Confirmed",100,456,4,"S","simple","T3",NA,"9/14/23",0.457329690878812,0.0805945234589924,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","623","pc051335.jpg",3952263,"PC051335.jpg","Confirmed",100,524,1,"S","simple","T4",NA,"12/5/24",0.250206837463518,-0.119271016525272,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","698","t2_148_ss.jpg",3504692,"T2_148_SS.jpg","Confirmed",100,148,15,"C","complex","T2",NA,"7/17/23",-0.359957099380638,0.244433587682052,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","397","p9141157.jpg",3694976,"P9141157.jpg","Confirmed",100,126,3,"C","complex","T3",NA,"9/14/23",-0.328725174825668,0.401262706046574,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","373","p9141102.jpg",3694950,"P9141102.jpg","Confirmed",100,543,14,"S","simple","T3",NA,"9/14/23",0.21726892278255,-0.0514487285417222,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","70","p2152597.jpg",4027661,"P2152597.jpg","Confirmed",100,126,3,"C","complex","T5",NA,"2/15/24",-0.0926012997473552,-0.103841693186081,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","374","p9141103.jpg",3694951,"P9141103.jpg","Confirmed",100,453,14,"S","simple","T3",NA,"9/14/23",0.579654377998278,0.0241239005985233,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","63","p2152582.jpg",4027654,"P2152582.jpg","Confirmed",100,523,11,"S","mix","T5",NA,"2/15/24",0.507028118491721,-0.13616003223169,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","811","t2_412_ss.jpg",3504789,"T2_412_SS.jpg","Confirmed",100,412,1,"S","simple","T2",NA,"7/17/23",0.478282349773398,-0.119660473759093,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","377","p9141114.jpg",3694956,"P9141114.jpg","Confirmed",100,233,8,"C","mix","T3",NA,"9/14/23",0.0399445011073261,-0.012078850116479,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","693","t2_139_ss.jpg",3504688,"T2_139_SS.jpg","Confirmed",100,139,11,"C","mix","T2",NA,"7/17/23",-0.0641215315523472,0.12434979650295,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","379","p9141118.jpg",3694958,"P9141118.jpg","Confirmed",100,148,15,"C","complex","T3",NA,"9/14/23",-0.252539291879814,0.083144230080053,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","621","pc051331.jpg",3952261,"PC051331.jpg","Confirmed",100,133,3,"C","complex","T4",NA,"12/5/24",-0.22277886521437,-0.146931321283315,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","622","pc051332.jpg",3952262,"PC051332.jpg","Confirmed",100,126,3,"C","complex","T4",NA,"12/5/24",-0.266203396180828,-0.380271985863368,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","381","p9141122.jpg",3694960,"P9141122.jpg","Confirmed",100,485,6,"S","mix","T3",NA,"9/14/23",0.453737791484388,0.097427380837025,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","383","p9141126.jpg",3694962,"P9141126.jpg","Confirmed",100,402,7,"S","simple","T3",NA,"9/14/23",0.881342229625615,0.0803605744417968,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","71","p2152600.jpg",4027662,"P2152600.jpg","Confirmed",100,239,5,"C","complex","T5",NA,"2/15/24",-0.014428198085194,-0.134060387328495,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","384","p9141127.jpg",3694963,"P9141127.jpg","Confirmed",100,323,7,"S","simple","T3",NA,"9/14/23",0.540329822820304,-0.0233156938706218,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","386","p9141131.jpg",3694965,"P9141131.jpg","Confirmed",100,205,10,"C","complex","T3",NA,"9/14/23",-0.108526314693738,-0.138930397185297,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","603","pc051291.jpg",3952243,"PC051291.jpg","Confirmed",100,135,15,"C","complex","T4",NA,"12/5/24",-0.0360598798694725,-0.336243187536665,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","604","pc051292.jpg",3952244,"PC051292.jpg","Confirmed",100,148,15,"C","complex","T4",NA,"12/5/24",-0.407364852339109,-0.0784861232869307,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","714","t2_179_ss.jpg",3504708,"T2_179_SS.jpg","Confirmed",100,179,13,"C","complex","T2",NA,"7/17/23",-0.458829419657801,0.260680282999485,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","606","pc051296.jpg",3952246,"PC051296.jpg","Confirmed",100,214,6,"C","mix","T4",NA,"12/5/24",-0.235778174635717,-0.356406530946699,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","752","t2_239_ss.jpg",3504739,"T2_239_SS.jpg","Confirmed",100,239,5,"C","complex","T2",NA,"7/17/23",-0.487087192072621,0.129445398162446,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","391","p9141144.jpg",3694970,"P9141144.jpg","Confirmed",100,523,11,"S","mix","T3",NA,"9/14/23",0.343387612420503,-0.125554911548508,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","392","p9141145.jpg",3694971,"P9141145.jpg","Confirmed",100,139,11,"C","mix","T3",NA,"9/14/23",-0.197277049637643,0.0410730313809454,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","610","pc051305.jpg",3952250,"PC051305.jpg","Confirmed",100,543,14,"S","simple","T4",NA,"12/5/24",-0.165580095750786,-0.216886647403446,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","394","p9141150.jpg",3694973,"P9141150.jpg","Confirmed",100,117,5,"C","complex","T3",NA,"9/14/23",-0.263201775629127,-0.122369387564906,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","612","pc051309.jpg",3952252,"PC051309.jpg","Confirmed",100,402,7,"S","simple","T4",NA,"12/5/24",0.209697908447046,0.0302065623285857,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","830","t2_444_ss.jpg",3504800,"T2_444_SS.jpg","Confirmed",100,444,4,"S","simple","T2",NA,"7/17/23",0.385575611685689,0.197897882964849,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","613","pc051313.jpg",3952253,"PC051313.jpg","Confirmed",100,525,12,"S","mix","T4",NA,"12/5/24",0.296223831448415,-0.0953479907852057,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","398","p9141158.jpg",3694977,"P9141158.jpg","Confirmed",100,133,3,"C","complex","T3",NA,"9/14/23",-0.237946430186021,0.0982735853812461,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","689","t2_133_ss.jpg",3504684,"T2_133_SS.jpg","Confirmed",100,133,3,"C","complex","T2",NA,"7/17/23",-0.306866370761724,0.282146400649387,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","616","pc051318.jpg",3952256,"PC051318.jpg","Confirmed",100,205,10,"C","complex","T4",NA,"12/5/24",0.0375960511635153,-0.409442042173845,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","726","t2_196_ss.jpg",3504718,"T2_196_SS.jpg","Confirmed",100,196,13,"C","complex","T2",NA,"7/17/23",-0.130894237445795,0.109487094318837,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","836","t2_453_ss.jpg",3504806,"T2_453_SS.jpg","Confirmed",100,453,14,"S","simple","T2",NA,"7/17/23",0.894939255549997,0.0960299487193366,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","837","t2_454_ss.jpg",3504807,"T2_454_SS.jpg","Confirmed",100,454,9,"S","simple","T2",NA,"7/17/23",0.478007939081712,-0.0349124890776222,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","62","p2152579.jpg",4027653,"P2152579.jpg","Confirmed",100,402,7,"S","simple","T5",NA,"2/15/24",0.45988130499372,-0.0500028454605095,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","875","t2_522_ss.jpg",3504840,"T2_522_SS.jpg","Confirmed",100,522,9,"S","simple","T2",NA,"7/17/23",0.323065851632937,0.10061390624531,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","876","t2_523_ss.jpg",3504841,"T2_523_SS.jpg","Confirmed",100,523,11,"S","mix","T2",NA,"7/17/23",0.304069444503595,0.0174455842273968,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","877","t2_524_ss.jpg",3504842,"T2_524_SS.jpg","Confirmed",100,524,1,"S","simple","T2",NA,"7/17/23",0.471343247907593,0.0189963641579112,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","878","t2_525_ss.jpg",3504843,"T2_525_SS.jpg","Confirmed",100,525,12,"S","mix","T2",NA,"7/17/23",0.21172427988847,0.255496742389588,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","733","t2_205_ss.jpg",3504723,"T2_205_SS.jpg","Confirmed",100,205,10,"C","complex","T2",NA,"7/17/23",-0.241556529359083,-0.61551779547243,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","625","pc051340.jpg",3952265,"PC051340.jpg","Confirmed",100,374,2,"S","mix","T4",NA,"12/5/24",0.382735837431773,-0.287503480210098,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","626","pc051341.jpg",3952266,"PC051341.jpg","Confirmed",100,145,2,"C","mix","T4",NA,"12/5/24",-0.156222364069698,-0.259733891067415,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","627","pc051344.jpg",3952267,"PC051344.jpg","Confirmed",100,239,5,"C","complex","T4",NA,"12/5/24",-0.205308118548573,-0.177840414146759,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","737","t2_214_ss.jpg",3504730,"T2_214_SS.jpg","Confirmed",100,214,6,"C","mix","T2",NA,"7/17/23",-0.0815327212618586,-0.104991352080147,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","375","p9141106.jpg",3694952,"P9141106.jpg","Confirmed",100,454,9,"S","simple","T3",NA,"9/14/23",0.409781063173041,-0.12637947867313,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","848","t2_469_ss.jpg",3504816,"T2_469_SS.jpg","Confirmed",100,469,8,"S","mix","T2",NA,"7/17/23",0.57211304896561,0.123044913602749,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","74","p2152607.jpg",4027665,"P2152607.jpg","Confirmed",100,543,14,"S","simple","T5",NA,"2/15/24",0.496720532992012,-0.0430327051304197,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","378","p9141115.jpg",3694957,"P9141115.jpg","Confirmed",100,469,8,"S","mix","T3",NA,"9/14/23",0.49391602240535,-0.0641650274600918,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","887","t2_543_ss.jpg",3504854,"T2_543_SS.jpg","Confirmed",100,543,14,"S","simple","T2",NA,"7/17/23",0.451871657003299,-0.0332399756612456,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","67","p2152592.jpg",4027658,"P2152592.jpg","Confirmed",100,485,6,"S","mix","T5",NA,"2/15/24",0.492081852667872,-0.117996188249704,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","380","p9141119.jpg",3694959,"P9141119.jpg","Confirmed",100,135,15,"C","complex","T3",NA,"9/14/23",-0.0827254781877632,-0.0177979339521913,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","780","t2_323_ss.jpg",3504765,"T2_323_SS.jpg","Confirmed",100,323,7,"S","simple","T2",NA,"7/17/23",0.582349074846028,-0.174047321740544,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","382","p9141123.jpg",3694961,"P9141123.jpg","Confirmed",100,214,6,"C","mix","T3",NA,"9/14/23",-0.174580578651072,0.210671498962646,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","855","t2_485_ss.jpg",3504823,"T2_485_SS.jpg","Confirmed",100,485,6,"S","mix","T2",NA,"7/17/23",0.486393532205395,0.137687858643517,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","747","t2_233_ss.jpg",3504734,"T2_233_SS.jpg","Confirmed",100,233,8,"C","mix","T2",NA,"7/17/23",0.0106292306779504,0.0998529934329962,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","602","pc051288.jpg",3952242,"PC051288.jpg","Confirmed",100,233,8,"C","mix","T4",NA,"12/5/24",0.031503141360942,-0.135945475748472,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","64","p2152583.jpg",4027655,"P2152583.jpg","Confirmed",100,139,11,"C","mix","T5",NA,"2/15/24",0.00455750958478835,-0.333407272508835,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","75","p2152609.jpg",4027666,"P2152609.jpg","Confirmed",100,453,14,"S","simple","T5",NA,"2/15/24",-0.0249165009408177,-0.42934156159953,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","678","t2_117_ss.jpg",3504674,"T2_117_SS.jpg","Confirmed",100,117,5,"C","complex","T2",NA,"7/17/23",-0.440774493405685,-0.686434697158446,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","788","t2_374_ss.jpg",3504771,"T2_374_SS.jpg","Confirmed",100,374,2,"S","mix","T2",NA,"7/17/23",0.434853922142772,0.03459200340956,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","68","p2152593.jpg",4027659,"P2152593.jpg","Confirmed",100,214,6,"C","mix","T5",NA,"2/15/24",0.0486673054773357,-0.335074705915929,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","608","pc051300.jpg",3952248,"PC051300.jpg","Confirmed",100,454,9,"S","simple","T4",NA,"12/5/24",0.376386175760128,-0.225680897693031,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","609","pc051304.jpg",3952249,"PC051304.jpg","Confirmed",100,453,14,"S","simple","T4",NA,"12/5/24",0.348700391733556,-0.249179417629922,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","61","p2152576.jpg",4027652,"P2152576.jpg","Confirmed",100,323,7,"S","simple","T5",NA,"2/15/24",0.455006308497697,-0.102072090259833,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","72","p2152604.jpg",4027663,"P2152604.jpg","Confirmed",100,454,9,"S","simple","T5",NA,"2/15/24",0.51334210333604,-0.242773533692413,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","611","pc051308.jpg",3952251,"PC051308.jpg","Confirmed",100,323,7,"S","simple","T4",NA,"12/5/24",0.240930913507969,0.0105033193278203,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","685","t2_126_ss.jpg",3504680,"T2_126_SS.jpg","Confirmed",100,126,3,"C","complex","T2",NA,"7/17/23",-0.273202308873289,0.274717444107647,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","65","p2152587.jpg",4027656,"P2152587.jpg","Confirmed",100,181,10,"C","complex","T5",NA,"2/15/24",0.0664324762019323,-0.150735209618679,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","614","pc051314.jpg",3952254,"PC051314.jpg","Confirmed",100,260,12,"C","mix","T4",NA,"12/5/24",-0.207117670706384,-0.19326684413922,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"A","615","pc051317.jpg",3952255,"PC051317.jpg","Confirmed",100,181,10,"C","complex","T4",NA,"12/5/24",-0.106790585168683,-0.185497019137883,"low","high","low nutrients","high herbivore","LN_HH_1"
1,"C","1","p2142349.jpg",4027565,"P2142349.jpg","Confirmed",100,188,6,"C","complex","T5",NA,"2/14/24",-0.151947371650654,-0.202571577295116,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","10","p2142376.jpg",4027574,"P2142376.jpg","Confirmed",100,110,4,"C","mix","T5",NA,"2/14/24",-1.24053628570078,-0.737131778899962,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","21","p2142412.jpg",4027585,"P2142412.jpg","Confirmed",100,371,8,"S","simple","T5",NA,"2/14/24",0.0807876126166174,-0.277956091270891,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","429","p9141233.jpg",3695010,"P9141233.jpg","Confirmed",100,272,6,"C","complex","T3",NA,"9/14/23",-0.116016050855081,0.0639034419656627,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","575","pc051229.jpg",3950900,"PC051229.jpg","Confirmed",100,95,3,"C","complex","T4",NA,"12/5/24",-0.693185663576373,-0.722979191229505,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","430","p9141235.jpg",3695011,"P9141235.jpg","Confirmed",100,188,6,"C","complex","T3",NA,"9/14/23",-0.832446030171443,0.384142833561069,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","431","p9211240.jpg",3699859,"P9211240.jpg","Confirmed",100,254,11,"C","complex","T3",NA,"9/14/23",-0.17030782802223,0.0353449951599252,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","432","p9211241.jpg",3699860,"P9211241.jpg","Confirmed",100,235,11,"C","complex","T3",NA,"9/14/23",-0.553918088040892,0.355347583682556,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","579","pc051237.jpg",3950904,"PC051237.jpg","Confirmed",100,498,13,"S","simple","T4",NA,"12/5/24",0.0453178067942425,0.0600067802856564,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","18","p2142402.jpg",4027582,"P2142402.jpg","Confirmed",100,339,1,"S","mix","T5",NA,"2/14/24",-0.754630543121123,-0.159917921473309,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","580","pc051240.jpg",3950905,"PC051240.jpg","Confirmed",100,254,11,"C","complex","T4",NA,"12/5/24",-0.538557671119321,0.0416597771690271,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","763","t2_252_ss.jpg",3504745,"T2_252_SS.jpg","Confirmed",100,252,12,"C","complex","T2",NA,"7/17/23",-0.174096370968332,0.4047912561808,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","11","p2142381.jpg",4027575,"P2142381.jpg","Confirmed",100,395,2,"S","simple","T5",NA,"2/14/24",-0.364129929634869,-0.336032757831982,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","22","p2142413.jpg",4027586,"P2142413.jpg","Confirmed",100,449,8,"S","simple","T5",NA,"2/14/24",0.125906690750605,-0.155070121652235,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","657","t2_045_ss.jpg",3504663,"T2_045_SS.jpg","Confirmed",100,45,10,"C","mix","T2",NA,"7/17/23",-0.466786045317946,-0.563246244982586,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","585","pc051249.jpg",3952223,"PC051249.jpg","Confirmed",100,550,5,"S","simple","T4",NA,"12/5/24",-0.0230821756048457,-0.0280138837657867,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","15","p2142394.jpg",4027579,"P2142394.jpg","Confirmed",100,128,3,"C","complex","T5",NA,"2/14/24",-0.746065238751404,-0.539310223319068,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","26","p2142424.jpg",4027590,"P2142424.jpg","Confirmed",100,49,9,"C","complex","T5",NA,"2/14/24",0.0292910753332149,-0.24599836107335,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","660","t2_049_ss.jpg",3504664,"T2_049_SS.jpg","Confirmed",100,49,9,"C","complex","T2",NA,"7/17/23",-0.194512102788868,-0.393688401408894,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","589","pc051257.jpg",3952227,"PC051257.jpg","Confirmed",100,449,8,"S","simple","T4",NA,"12/5/24",0.0481778700938127,-0.103858939835083,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","771","t2_264_ss.jpg",3504753,"T2_264_SS.jpg","Confirmed",100,264,1,"C","mix","T2",NA,"7/17/23",-0.791467560122436,0.746422612010727,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","590","pc051260.jpg",3952228,"PC051260.jpg","Confirmed",100,122,7,"C","mix","T4",NA,"12/5/24",-0.485610459437851,0.0439124571105415,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","664","t2_095_ss.jpg",3504666,"T2_095_SS.jpg","Confirmed",100,95,3,"C","complex","T2",NA,"7/17/23",-0.542091658353772,-0.765213172232389,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","12","p2142382.jpg",4027576,"P2142382.jpg","Confirmed",100,544,2,"S","simple","T5",NA,"2/14/24",-0.838231639850629,-0.457751774389477,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","23","p2142418.jpg",4027587,"P2142418.jpg","Confirmed",100,235,11,"C","complex","T5",NA,"2/14/24",-0.327303720587684,-0.2672227587948,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","594","pc051267.jpg",3952232,"PC051267.jpg","Confirmed",100,45,10,"C","mix","T4",NA,"12/5/24",-0.280200954451924,-0.0730630401141498,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","668","t2_103_ss.jpg",3504669,"T2_103_SS.jpg","Confirmed",100,103,9,"C","complex","T2",NA,"7/17/23",-0.17552011506748,0.216402326381882,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","16","p2142395.jpg",4027580,"P2142395.jpg","Confirmed",100,95,3,"C","complex","T5",NA,"2/14/24",-0.887465710932699,-0.687622800653796,"high","low","high nutrients","low herbivore","HN_LH_1"
