"site","urchin_stat","zone","Row.names","Image.ID","Image.name","Annotation.status","Points","Name","metacom_treatment","tile_number","complex_treatment","meta_treatment","time_point","file","site_treatment","site_code","metacom_site_code","MDS1","MDS2","nutrient_treat","herb_treat","nutrient_treat_sp","herb_treat_sp"
"Jawbone","Barren","Deep","198",4074706,"P3223858.jpg","Confirmed",100,"P3223858.jpg",3,757,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223858.JPG","Barren_Deep","JBD","JBD_3",-0.273278050537906,-0.462030329119628,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","199",4074712,"P3223864.jpg","Confirmed",100,"P3223864.jpg",4,615,"complex","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223864.JPG","Barren_Deep","JBD","JBD_4",0.278670023942382,0.55016635494738,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","486",3792231,"PA180158.jpg","Confirmed",100,"PA180158.jpg",12,761,"simple","simple",1,"PA180158.jpg","Barren_Deep","JBD","JBD_12",-0.371866213328363,0.243707354732837,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","200",4074715,"P3223865.jpg","Confirmed",100,"P3223865.jpg",4,548,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223865.JPG","Barren_Deep","JBD","JBD_4",0.722748608407279,0.0458588180912031,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","31",3984037,"P1081720.jpg","Confirmed",100,"P1081720.jpg",2,641,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081720.JPG","Barren_Deep","JBD","JBD_2",-0.181260250838435,-0.585478235541407,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","201",4074719,"P3223868.jpg","Confirmed",100,"P3223868.jpg",5,91,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223868.JPG","Barren_Deep","JBD","JBD_5",0.26488004159935,-0.195967293616397,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","420",4433773,"P8010625.jpg","Confirmed",100,"P8010625.jpg",13,831,"simple","mix",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010625.JPG","Barren_Deep","JBD","JBD_13",0.346702030530222,0.246825296354013,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","203",4074727,"P3223871.jpg","Confirmed",100,"P3223871.jpg",6,637,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223871.JPG","Barren_Deep","JBD","JBD_6",1.01994095285764,-0.528261861795522,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","35",3984049,"P1081730.jpg","Confirmed",100,"P1081730.jpg",7,732,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081730.JPG","Barren_Deep","JBD","JBD_7",-0.551264832778929,-0.415106838718376,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","278",4212723,"P5130247.jpg","Confirmed",100,"P5130247.jpg",6,637,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130247.JPG","Barren_Deep","JBD","JBD_6",1.07014486710801,-0.223203304117746,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","206",4074745,"P3223875.jpg","Confirmed",100,"P3223875.jpg",1,691,"complex","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223875.JPG","Barren_Deep","JBD","JBD_1",0.702988008587251,-0.0943115845229807,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","207",4074753,"P3223877.jpg","Confirmed",100,"P3223877.jpg",7,732,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223877.JPG","Barren_Deep","JBD","JBD_7",-0.716567061750692,-0.604261299013424,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","39",3984156,"P1081739.jpg","Confirmed",100,"P1081739.jpg",10,629,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081739.JPG","Barren_Deep","JBD","JBD_10",-0.128364514126759,0.335778479737155,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","209",4074769,"P3223882.jpg","Confirmed",100,"P3223882.jpg",8,722,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223882.JPG","Barren_Deep","JBD","JBD_8",0.395779701581052,-0.68699752778974,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","50",3985232,"P1081769.jpg","Confirmed",100,"P1081769.jpg",3,757,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081769.JPG","Barren_Deep","JBD","JBD_3",0.0242547511838556,-0.266542290319963,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","210",4074782,"P3223884.jpg","Confirmed",100,"P3223884.jpg",8,612,"complex","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223884.JPG","Barren_Deep","JBD","JBD_8",0.12219177529293,-0.24369344873081,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","211",4074789,"P3223888.jpg","Confirmed",100,"P3223888.jpg",9,814,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223888.JPG","Barren_Deep","JBD","JBD_9",0.412850856660866,-0.0658078373120109,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","249",4212690,"P5130118.jpg","Confirmed",100,"P5130118.jpg",15,773,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130118.JPG","Barren_Deep","JBD","JBD_15",-0.106868454852211,0.466883963398392,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","250",4212691,"P5130122.jpg","Confirmed",100,"P5130122.jpg",15,788,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130122.JPG","Barren_Deep","JBD","JBD_15",-0.022784494180068,-0.673137539196955,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","36",3984052,"P1081731.jpg","Confirmed",100,"P1081731.jpg",7,731,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081731.JPG","Barren_Deep","JBD","JBD_7",-0.406160268496354,-0.282117060363709,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","251",4212692,"P5130130.jpg","Confirmed",100,"P5130130.jpg",10,626,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130130.JPG","Barren_Deep","JBD","JBD_10",0.459236528751675,-0.169206660988488,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","252",4212693,"P5130131.jpg","Confirmed",100,"P5130131.jpg",10,629,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130131.JPG","Barren_Deep","JBD","JBD_10",0.364136455067611,-0.314455528223759,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","253",4212694,"P5130135.jpg","Confirmed",100,"P5130135.jpg",8,612,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130135.JPG","Barren_Deep","JBD","JBD_8",0.295724531156271,-0.119660985510618,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","254",4212696,"P5130137.jpg","Confirmed",100,"P5130137.jpg",8,722,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130137.JPG","Barren_Deep","JBD","JBD_8",0.561453052681954,-0.834143085442958,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","40",3984157,"P1081740.jpg","Confirmed",100,"P1081740.jpg",10,626,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081740.JPG","Barren_Deep","JBD","JBD_10",-0.110158375917304,0.502489581436111,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","51",3985233,"P1081773.jpg","Confirmed",100,"P1081773.jpg",9,814,"simple","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081773.JPG","Barren_Deep","JBD","JBD_9",0.111053358527366,-0.576064711638862,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","220",4074871,"P3223909.jpg","Confirmed",100,"P3223909.jpg",13,831,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223909.JPG","Barren_Deep","JBD","JBD_13",0.289713949875173,0.0480344968216596,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","258",4212700,"P5130150.jpg","Confirmed",100,"P5130150.jpg",12,761,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130150.JPG","Barren_Deep","JBD","JBD_12",0.097144400369782,-0.29856723230861,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","259",4212702,"P5130156.jpg","Confirmed",100,"P5130156.jpg",11,727,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130156.JPG","Barren_Deep","JBD","JBD_11",-0.0318446353832026,-0.503491054253051,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","260",4212703,"P5130157.jpg","Confirmed",100,"P5130157.jpg",11,728,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130157.JPG","Barren_Deep","JBD","JBD_11",0.345693749469593,-0.51871313188186,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","37",3984054,"P1081735.jpg","Confirmed",100,"P1081735.jpg",8,612,"complex","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081735.JPG","Barren_Deep","JBD","JBD_8",0.318101896375018,0.0443665525433566,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","261",4212704,"P5130164.jpg","Confirmed",100,"P5130164.jpg",14,90,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130164.JPG","Barren_Deep","JBD","JBD_14",0.378375428916103,0.669782903439537,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","407",4433760,"P8010585.jpg","Confirmed",100,"P8010585.jpg",1,691,"complex","mix",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010585.JPG","Barren_Deep","JBD","JBD_1",0.911470431986747,-0.331149057124149,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","263",4212706,"P5130177.jpg","Confirmed",100,"P5130177.jpg",4,615,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130177.JPG","Barren_Deep","JBD","JBD_4",0.239420123073552,-0.149716253242006,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","409",4433762,"P8010590.jpg","Confirmed",100,"P8010590.jpg",7,731,"simple","simple",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010590.JPG","Barren_Deep","JBD","JBD_7",-0.558750731297432,-0.83030350188115,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","265",4212708,"P5130184.jpg","Confirmed",100,"P5130184.jpg",7,732,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130184.JPG","Barren_Deep","JBD","JBD_7",-0.59551763643032,-0.492531387805908,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","484",3792229,"PA180155.jpg","Confirmed",100,"PA180155.jpg",14,75,"complex","complex",1,"PA180155.jpg","Barren_Deep","JBD","JBD_14",-0.527352794751339,0.260119520110545,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","485",3792230,"PA180157.jpg","Confirmed",100,"PA180157.jpg",12,841,"simple","simple",1,"PA180157.jpg","Barren_Deep","JBD","JBD_12",-0.528938101617465,0.454752397014702,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","412",4433765,"P8010598.jpg","Confirmed",100,"P8010598.jpg",8,722,"simple","mix",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010598.JPG","Barren_Deep","JBD","JBD_8",0.229660274282616,-0.392241982665584,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","413",4433766,"P8010605.jpg","Confirmed",100,"P8010605.jpg",10,629,"complex","complex",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010605.JPG","Barren_Deep","JBD","JBD_10",0.629469003091614,-0.45323724750831,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","488",3792233,"PA180162.jpg","Confirmed",100,"PA180162.jpg",13,611,"complex","mix",1,"PA180162.jpg","Barren_Deep","JBD","JBD_13",-0.339108258548809,0.335703505509387,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","38",3984155,"P1081736.jpg","Confirmed",100,"P1081736.jpg",8,722,"simple","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081736.JPG","Barren_Deep","JBD","JBD_8",0.181068338935699,0.489669555016812,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","49",3985231,"P1081767.jpg","Confirmed",100,"P1081767.jpg",3,772,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081767.JPG","Barren_Deep","JBD","JBD_3",0.277018683842904,-0.338883917410679,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","272",4212716,"P5130212.jpg","Confirmed",100,"P5130212.jpg",3,757,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130212.JPG","Barren_Deep","JBD","JBD_3",-0.17083604316447,-0.589471812009774,"high","high","high nutrients","high herbivore"
